model_key,model,item_id,word,target,distractor,neutral_word,hook_name,triplet_selected_layer,control_type,perm,donor_perm_index,donor_item_id,donor_word,donor_target,m_clean,m_corrupt,m_matched,m_patched,target_logit_delta,distractor_logit_delta
qwen25_15b_base,qwen25_15b_base,10,hard,soft,tough,field,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,8,9,dark,bright,9.448055267333984,8.082523345947266,9.530928611755373,-1.221470832824707,-13.46273708343506,-4.158742904663086
qwen25_15b_base,qwen25_15b_base,11,soft,hard,gentle,signal,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,5,6,fast,slow,11.345891952514648,10.582443237304688,11.453547477722168,-4.269426345825195,-12.602497100830078,2.2493724822998047
qwen25_15b_base,qwen25_15b_base,12,strong,weak,powerful,letter,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,12,13,weak,strong,9.656061172485352,8.856163024902344,9.76895809173584,-0.1292438507080078,-6.555366516113281,2.4300403594970703
qwen25_15b_base,qwen25_15b_base,13,weak,strong,frail,path,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,6,7,slow,fast,14.195837020874023,12.48952293395996,14.129732131958008,4.249624252319336,-15.484634399414062,-7.244734764099121
qwen25_15b_base,qwen25_15b_base,14,old,new,aged,page,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,2,2,hot,cold,14.574623107910156,9.29080581665039,14.12637710571289,2.1952943801879883,-12.17336082458496,-5.077849388122559
qwen25_15b_base,qwen25_15b_base,15,new,old,fresh,marker,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,16,17,dirty,clean,10.033312797546388,8.323197364807129,10.257294654846191,-6.158336639404297,-14.911686897277832,-0.4301528930664062
qwen25_15b_base,qwen25_15b_base,16,clean,dirty,neat,case,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,31,37,far,near,11.770861625671388,11.655635833740234,11.539112091064451,-1.2413458824157717,-14.059637069702148,-1.1626548767089844
qwen25_15b_base,qwen25_15b_base,17,dirty,clean,filthy,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,29,32,narrow,wide,12.38015079498291,10.20120620727539,12.23560905456543,5.5578203201293945,-13.031469345092772,-8.388083457946777
qwen25_15b_base,qwen25_15b_base,18,rich,poor,wealthy,key,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,27,29,full,empty,9.482012748718262,6.065448760986328,9.701824188232422,1.879734754562378,-14.167722702026367,-9.982008934020996
qwen25_15b_base,qwen25_15b_base,19,poor,rich,needy,word,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,9,10,hard,soft,10.778328895568848,8.261961936950684,11.05996799468994,5.80392599105835,-10.071999549865724,-7.613963603973389
qwen25_15b_base,qwen25_15b_base,20,safe,dangerous,secure,group,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,7,8,bright,dark,9.238420486450195,7.740632057189941,9.090423583984377,-0.833773136138916,-14.066596031188965,-5.492190837860107
qwen25_15b_base,qwen25_15b_base,21,dangerous,safe,risky,column,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,1,1,large,small,10.432592391967772,7.039134979248047,10.789079666137695,3.2528605461120605,-16.926897048950195,-13.140623092651367
qwen25_15b_base,qwen25_15b_base,22,easy,hard,simple,image,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,21,22,easy,hard,7.907116889953613,7.976080894470215,8.023662567138672,8.023662567138672,-2.140317916870117,-2.187899589538574
qwen25_15b_base,qwen25_15b_base,24,loud,quiet,noisy,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,23,25,quiet,loud,7.715483665466309,6.685754776000977,7.572153091430664,-2.6613426208496094,-8.363831520080566,0.9832658767700196
qwen25_15b_base,qwen25_15b_base,25,quiet,loud,silent,record,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,19,20,safe,dangerous,9.20207691192627,6.5422468185424805,9.311458587646484,1.568401336669922,-12.576770782470703,-7.602925777435303
qwen25_15b_base,qwen25_15b_base,26,clear,confusing,plain,piece,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,22,24,loud,quiet,12.33932113647461,10.289478302001951,12.359646797180176,-2.691547393798828,-14.44874382019043,-1.4677186012268066
qwen25_15b_base,qwen25_15b_base,27,confusing,clear,unclear,letter,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,20,21,dangerous,safe,9.021692276000977,7.093455314636231,9.094441413879396,6.534205436706543,-10.808479309082031,-10.249229431152344
qwen25_15b_base,qwen25_15b_base,28,empty,full,vacant,map,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,10,11,soft,hard,9.040450096130373,5.542851448059082,8.755380630493164,2.355578899383545,-12.880321502685549,-9.693048477172852
qwen25_15b_base,qwen25_15b_base,29,full,empty,complete,view,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,0,0,small,big,8.001910209655762,6.133519172668457,8.148582458496094,-0.6614274978637695,-13.29400634765625,-6.499060153961182
qwen25_15b_base,qwen25_15b_base,31,light,dark,bright,object,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,3,3,cold,hot,10.503399848937988,10.281180381774902,10.339159965515137,-2.422701358795166,-14.22289752960205,-1.5190157890319824
qwen25_15b_base,qwen25_15b_base,32,narrow,wide,thin,entry,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,28,31,light,dark,11.2926025390625,9.902610778808594,11.393965721130373,-3.225790977478028,-15.41920280456543,-2.2908005714416504
qwen25_15b_base,qwen25_15b_base,35,shallow,deep,superficial,number,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,26,28,empty,full,9.784741401672363,8.95218563079834,10.158273696899414,3.213818073272705,-12.48686981201172,-6.748502731323242
qwen25_15b_base,qwen25_15b_base,37,far,near,distant,cell,blocks.3.hook_resid_pre,3,item_mismatched_clean,13,18,19,poor,rich,9.389680862426758,7.845461845397949,9.633103370666504,2.6276111602783203,-12.71128273010254,-7.493432521820068
qwen25_15b_base,qwen25_15b_base,0,small,big,tiny,marker,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,25,27,confusing,clear,10.089876174926758,6.494362831115723,10.30404567718506,0.4378252029418945,-12.017936706542969,-5.961399078369141
qwen25_15b_base,qwen25_15b_base,1,large,small,big,unit,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,11,12,strong,weak,10.515905380249023,8.669569969177246,10.283549308776855,6.672983646392822,-8.396950721740723,-6.400364398956299
qwen25_15b_base,qwen25_15b_base,2,hot,cold,warm,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,10,11,soft,hard,7.092912673950195,4.594486236572266,6.884215354919434,3.220047950744629,-11.502144813537598,-10.12770652770996
qwen25_15b_base,qwen25_15b_base,3,cold,hot,chilly,form,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,18,19,poor,rich,12.19146728515625,9.978981018066406,11.812416076660156,5.614394187927246,-12.140409469604492,-7.775822639465332
qwen25_15b_base,qwen25_15b_base,5,sad,happy,unhappy,shape,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,6,7,slow,fast,8.76699161529541,7.745124816894531,8.745519638061523,5.223275184631348,-15.537954330444336,-13.016104698181152
qwen25_15b_base,qwen25_15b_base,6,fast,slow,quick,step,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,31,37,far,near,8.877756118774414,8.393024444580078,8.814040184020996,-4.681880950927734,-16.913570404052734,-3.8386640548706055
qwen25_15b_base,qwen25_15b_base,7,slow,fast,sluggish,label,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,26,28,empty,full,13.73853874206543,11.971363067626951,13.717226028442385,4.916314125061035,-13.412853240966797,-6.357803821563721
qwen25_15b_base,qwen25_15b_base,8,bright,dark,shiny,symbol,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,14,15,new,old,11.335858345031738,10.95973014831543,11.183833122253418,-0.6417808532714844,-15.01462745666504,-3.413116455078125
qwen25_15b_base,qwen25_15b_base,9,dark,bright,dim,code,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,0,0,small,big,7.456315994262695,7.039393424987793,7.098257064819336,4.117221355438232,-10.176015853881836,-7.253843784332275
qwen25_15b_base,qwen25_15b_base,10,hard,soft,tough,field,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,5,6,fast,slow,9.448055267333984,8.082523345947266,9.530928611755373,2.0453782081604004,-11.17108917236328,-5.133944034576416
qwen25_15b_base,qwen25_15b_base,11,soft,hard,gentle,signal,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,30,35,shallow,deep,11.345891952514648,10.582443237304688,11.453547477722168,4.878669738769531,-11.710851669311523,-6.007078170776367
qwen25_15b_base,qwen25_15b_base,12,strong,weak,powerful,letter,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,21,22,easy,hard,9.656061172485352,8.856163024902344,9.76895809173584,-5.036723613739014,-13.816354751586914,0.0765314102172851
qwen25_15b_base,qwen25_15b_base,13,weak,strong,frail,path,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,2,2,hot,cold,14.195837020874023,12.48952293395996,14.129732131958008,0.5241360664367676,-14.67553424835205,-2.710146903991699
qwen25_15b_base,qwen25_15b_base,14,old,new,aged,page,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,24,26,clear,confusing,14.574623107910156,9.29080581665039,14.12637710571289,3.549330234527588,-12.778522491455078,-7.037046909332275
qwen25_15b_base,qwen25_15b_base,15,new,old,fresh,marker,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,9,10,hard,soft,10.033312797546388,8.323197364807129,10.257294654846191,-3.0345191955566406,-13.866294860839844,-2.508578300476074
qwen25_15b_base,qwen25_15b_base,16,clean,dirty,neat,case,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,4,5,sad,happy,11.770861625671388,11.655635833740234,11.539112091064451,-3.99689507484436,-17.242891311645508,-1.5903606414794922
qwen25_15b_base,qwen25_15b_base,17,dirty,clean,filthy,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,8,9,dark,bright,12.38015079498291,10.20120620727539,12.23560905456543,5.36257266998291,-12.22634983062744,-7.387716293334961
qwen25_15b_base,qwen25_15b_base,18,rich,poor,wealthy,key,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,29,32,narrow,wide,9.482012748718262,6.065448760986328,9.701824188232422,-2.4060826301574707,-15.018327713012695,-6.5467963218688965
qwen25_15b_base,qwen25_15b_base,19,poor,rich,needy,word,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,12,13,weak,strong,10.778328895568848,8.261961936950684,11.05996799468994,5.849931716918945,-11.102035522460938,-8.6900053024292
qwen25_15b_base,qwen25_15b_base,20,safe,dangerous,secure,group,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,27,29,full,empty,9.238420486450195,7.740632057189941,9.090423583984377,-1.8324055671691892,-14.158723831176758,-4.585686683654785
qwen25_15b_base,qwen25_15b_base,21,dangerous,safe,risky,column,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,17,18,rich,poor,10.432592391967772,7.039134979248047,10.789079666137695,-2.841619968414306,-14.054691314697266,-4.173935890197754
qwen25_15b_base,qwen25_15b_base,22,easy,hard,simple,image,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,22,24,loud,quiet,7.907116889953613,7.976080894470215,8.023662567138672,-1.1866226196289062,-12.98884105682373,-3.82613754272461
qwen25_15b_base,qwen25_15b_base,24,loud,quiet,noisy,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,28,31,light,dark,7.715483665466309,6.685754776000977,7.572153091430664,2.3326516151428223,-13.366781234741213,-9.013677597045898
qwen25_15b_base,qwen25_15b_base,25,quiet,loud,silent,record,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,15,16,clean,dirty,9.20207691192627,6.5422468185424805,9.311458587646484,-1.1508846282958984,-15.51981258392334,-7.826681137084961
qwen25_15b_base,qwen25_15b_base,26,clear,confusing,plain,piece,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,23,25,quiet,loud,12.33932113647461,10.289478302001951,12.359646797180176,0.0127568244934082,-12.115856170654297,-1.839134693145752
qwen25_15b_base,qwen25_15b_base,27,confusing,clear,unclear,letter,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,20,21,dangerous,safe,9.021692276000977,7.093455314636231,9.094441413879396,6.534205436706543,-10.808479309082031,-10.249229431152344
qwen25_15b_base,qwen25_15b_base,28,empty,full,vacant,map,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,19,20,safe,dangerous,9.040450096130373,5.542851448059082,8.755380630493164,1.929105758666992,-13.489794731140137,-9.876049041748049
qwen25_15b_base,qwen25_15b_base,29,full,empty,complete,view,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,3,3,cold,hot,8.001910209655762,6.133519172668457,8.148582458496094,-1.816147804260254,-12.61935329437256,-4.669686317443848
qwen25_15b_base,qwen25_15b_base,31,light,dark,bright,object,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,13,14,old,new,10.503399848937988,10.281180381774902,10.339159965515137,-1.2925477027893066,-14.515241622924805,-2.941513538360596
qwen25_15b_base,qwen25_15b_base,32,narrow,wide,thin,entry,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,1,1,large,small,11.2926025390625,9.902610778808594,11.393965721130373,-2.930398941040039,-15.71343994140625,-2.8804306983947754
qwen25_15b_base,qwen25_15b_base,35,shallow,deep,superficial,number,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,16,17,dirty,clean,9.784741401672363,8.95218563079834,10.158273696899414,2.7358131408691406,-10.873372077941896,-4.656999588012695
qwen25_15b_base,qwen25_15b_base,37,far,near,distant,cell,blocks.3.hook_resid_pre,3,item_mismatched_clean,14,7,8,bright,dark,9.389680862426758,7.845461845397949,9.633103370666504,2.739164352416992,-11.85060977935791,-6.744312286376953
qwen25_15b_base,qwen25_15b_base,0,small,big,tiny,marker,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,11,12,strong,weak,10.089876174926758,6.494362831115723,10.30404567718506,-4.329883575439453,-14.219861030578612,-3.395614624023437
qwen25_15b_base,qwen25_15b_base,1,large,small,big,unit,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,30,35,shallow,deep,10.515905380249023,8.669569969177246,10.283549308776855,-1.064742088317871,-11.905701637268066,-2.171389579772949
qwen25_15b_base,qwen25_15b_base,2,hot,cold,warm,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,9,10,hard,soft,7.092912673950195,4.594486236572266,6.884215354919434,-4.896841526031494,-14.242761611938477,-4.751433372497559
qwen25_15b_base,qwen25_15b_base,3,cold,hot,chilly,form,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,26,28,empty,full,12.19146728515625,9.978981018066406,11.812416076660156,5.216728210449219,-12.807255744934082,-8.045002937316895
qwen25_15b_base,qwen25_15b_base,5,sad,happy,unhappy,shape,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,6,7,slow,fast,8.76699161529541,7.745124816894531,8.745519638061523,5.223275184631348,-15.537954330444336,-13.016104698181152
qwen25_15b_base,qwen25_15b_base,6,fast,slow,quick,step,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,14,15,new,old,8.877756118774414,8.393024444580078,8.814040184020996,0.8328361511230469,-13.142759323120115,-5.582570552825928
qwen25_15b_base,qwen25_15b_base,7,slow,fast,sluggish,label,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,2,2,hot,cold,13.73853874206543,11.971363067626951,13.717226028442385,1.6707992553710938,-11.786032676696776,-1.485468864440918
qwen25_15b_base,qwen25_15b_base,8,bright,dark,shiny,symbol,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,24,26,clear,confusing,11.335858345031738,10.95973014831543,11.183833122253418,0.422281265258789,-15.324911117553713,-4.78746223449707
qwen25_15b_base,qwen25_15b_base,9,dark,bright,dim,code,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,13,14,old,new,7.456315994262695,7.039393424987793,7.098257064819336,0.0757217407226562,-13.340383529663086,-6.376711845397949
qwen25_15b_base,qwen25_15b_base,10,hard,soft,tough,field,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,12,13,weak,strong,9.448055267333984,8.082523345947266,9.530928611755373,-4.333427906036377,-13.652914047241213,-1.2369632720947266
qwen25_15b_base,qwen25_15b_base,11,soft,hard,gentle,signal,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,10,11,soft,hard,11.345891952514648,10.582443237304688,11.453547477722168,11.453547477722168,-1.0550994873046875,-1.926203727722168
qwen25_15b_base,qwen25_15b_base,12,strong,weak,powerful,letter,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,15,16,clean,dirty,9.656061172485352,8.856163024902344,9.76895809173584,0.6458444595336914,-13.211392402648926,-5.001073837280273
qwen25_15b_base,qwen25_15b_base,13,weak,strong,frail,path,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,20,21,dangerous,safe,14.195837020874023,12.48952293395996,14.129732131958008,7.034661293029785,-10.846506118774414,-5.391643524169922
qwen25_15b_base,qwen25_15b_base,14,old,new,aged,page,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,21,22,easy,hard,14.574623107910156,9.29080581665039,14.12637710571289,4.21835994720459,-12.156896591186523,-7.084450721740723
qwen25_15b_base,qwen25_15b_base,15,new,old,fresh,marker,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,8,9,dark,bright,10.033312797546388,8.323197364807129,10.257294654846191,-3.404501438140869,-16.266109466552734,-4.538410663604736
qwen25_15b_base,qwen25_15b_base,16,clean,dirty,neat,case,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,1,1,large,small,11.770861625671388,11.655635833740234,11.539112091064451,-4.855542182922363,-19.093324661254883,-2.582146167755127
qwen25_15b_base,qwen25_15b_base,17,dirty,clean,filthy,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,16,17,dirty,clean,12.38015079498291,10.20120620727539,12.23560905456543,12.23560905456543,-0.5808734893798828,-2.615276336669922
qwen25_15b_base,qwen25_15b_base,18,rich,poor,wealthy,key,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,27,29,full,empty,9.482012748718262,6.065448760986328,9.701824188232422,1.879734754562378,-14.167722702026367,-9.982008934020996
qwen25_15b_base,qwen25_15b_base,19,poor,rich,needy,word,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,23,25,quiet,loud,10.778328895568848,8.261961936950684,11.05996799468994,2.5717453956604004,-12.690468788146973,-7.0002522468566895
qwen25_15b_base,qwen25_15b_base,20,safe,dangerous,secure,group,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,25,27,confusing,clear,9.238420486450195,7.740632057189941,9.090423583984377,-4.452169895172119,-14.95138168334961,-2.758580207824707
qwen25_15b_base,qwen25_15b_base,21,dangerous,safe,risky,column,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,5,6,fast,slow,10.432592391967772,7.039134979248047,10.789079666137695,3.7516465187072754,-12.968057632446287,-9.68056869506836
qwen25_15b_base,qwen25_15b_base,22,easy,hard,simple,image,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,18,19,poor,rich,7.907116889953613,7.976080894470215,8.023662567138672,-1.5287971496582031,-13.462220191955566,-3.957342147827149
qwen25_15b_base,qwen25_15b_base,24,loud,quiet,noisy,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,3,3,cold,hot,7.715483665466309,6.685754776000977,7.572153091430664,-0.8459591865539551,-15.91082000732422,-8.379106521606445
qwen25_15b_base,qwen25_15b_base,25,quiet,loud,silent,record,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,28,31,light,dark,9.20207691192627,6.5422468185424805,9.311458587646484,-5.251538276672363,-16.16472625732422,-4.370942115783691
qwen25_15b_base,qwen25_15b_base,26,clear,confusing,plain,piece,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,4,5,sad,happy,12.33932113647461,10.289478302001951,12.359646797180176,-2.021214008331299,-14.222329139709473,-1.9116368293762207
qwen25_15b_base,qwen25_15b_base,27,confusing,clear,unclear,letter,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,19,20,safe,dangerous,9.021692276000977,7.093455314636231,9.094441413879396,-0.178865909576416,-14.07535171508789,-6.803030967712402
qwen25_15b_base,qwen25_15b_base,28,empty,full,vacant,map,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,29,32,narrow,wide,9.040450096130373,5.542851448059082,8.755380630493164,0.9069194793701172,-11.186467170715332,-6.550535202026367
qwen25_15b_base,qwen25_15b_base,29,full,empty,complete,view,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,17,18,rich,poor,8.001910209655762,6.133519172668457,8.148582458496094,0.5877394676208496,-12.194879531860352,-6.649099826812744
qwen25_15b_base,qwen25_15b_base,31,light,dark,bright,object,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,22,24,loud,quiet,10.503399848937988,10.281180381774902,10.339159965515137,4.082853317260742,-10.519807815551758,-4.321480751037598
qwen25_15b_base,qwen25_15b_base,32,narrow,wide,thin,entry,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,7,8,bright,dark,11.2926025390625,9.902610778808594,11.393965721130373,-0.698061466217041,-14.188745498657228,-3.5880727767944336
qwen25_15b_base,qwen25_15b_base,35,shallow,deep,superficial,number,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,31,37,far,near,9.784741401672363,8.95218563079834,10.158273696899414,-1.0440526008605957,-12.486600875854492,-2.4903621673583984
qwen25_15b_base,qwen25_15b_base,37,far,near,distant,cell,blocks.3.hook_resid_pre,3,item_mismatched_clean,15,0,0,small,big,9.389680862426758,7.845461845397949,9.633103370666504,-0.3043503761291504,-13.527254104614258,-5.377441883087158
qwen25_15b_base,qwen25_15b_base,0,small,big,tiny,marker,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,4,5,sad,happy,10.089876174926758,6.494362831115723,10.30404567718506,2.1522750854492188,-11.160345077514648,-6.8182573318481445
qwen25_15b_base,qwen25_15b_base,1,large,small,big,unit,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,22,24,loud,quiet,10.515905380249023,8.669569969177246,10.283549308776855,3.9731621742248535,-10.760416030883787,-6.0640082359313965
qwen25_15b_base,qwen25_15b_base,2,hot,cold,warm,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,7,8,bright,dark,7.092912673950195,4.594486236572266,6.884215354919434,1.7106044292449951,-14.43404483795166,-11.550163269042969
qwen25_15b_base,qwen25_15b_base,3,cold,hot,chilly,form,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,15,16,clean,dirty,12.19146728515625,9.978981018066406,11.812416076660156,5.550036430358887,-10.80673885345459,-6.37779426574707
qwen25_15b_base,qwen25_15b_base,5,sad,happy,unhappy,shape,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,6,7,slow,fast,8.76699161529541,7.745124816894531,8.745519638061523,5.223275184631348,-15.537954330444336,-13.016104698181152
qwen25_15b_base,qwen25_15b_base,6,fast,slow,quick,step,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,12,13,weak,strong,8.877756118774414,8.393024444580078,8.814040184020996,-1.4276437759399414,-15.395824432373049,-5.575155735015869
qwen25_15b_base,qwen25_15b_base,7,slow,fast,sluggish,label,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,30,35,shallow,deep,13.73853874206543,11.971363067626951,13.717226028442385,4.324150085449219,-13.629658699035645,-5.98244571685791
qwen25_15b_base,qwen25_15b_base,8,bright,dark,shiny,symbol,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,1,1,large,small,11.335858345031738,10.95973014831543,11.183833122253418,-1.32271409034729,-17.26726722717285,-4.984823703765869
qwen25_15b_base,qwen25_15b_base,9,dark,bright,dim,code,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,31,37,far,near,7.456315994262695,7.039393424987793,7.098257064819336,-2.6898064613342285,-15.581538200378418,-5.8523383140563965
qwen25_15b_base,qwen25_15b_base,10,hard,soft,tough,field,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,24,26,clear,confusing,9.448055267333984,8.082523345947266,9.530928611755373,-4.656331539154053,-14.97629737854004,-2.237442970275879
qwen25_15b_base,qwen25_15b_base,11,soft,hard,gentle,signal,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,0,0,small,big,11.345891952514648,10.582443237304688,11.453547477722168,3.706617832183838,-11.918614387512209,-5.042788982391357
qwen25_15b_base,qwen25_15b_base,12,strong,weak,powerful,letter,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,23,25,quiet,loud,9.656061172485352,8.856163024902344,9.76895809173584,-3.959328174591065,-13.208433151245115,-0.3929414749145508
qwen25_15b_base,qwen25_15b_base,13,weak,strong,frail,path,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,25,27,confusing,clear,14.195837020874023,12.48952293395996,14.129732131958008,6.796682357788086,-13.425223350524902,-7.732382297515869
qwen25_15b_base,qwen25_15b_base,14,old,new,aged,page,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,2,2,hot,cold,14.574623107910156,9.29080581665039,14.12637710571289,2.1952943801879883,-12.17336082458496,-5.077849388122559
qwen25_15b_base,qwen25_15b_base,15,new,old,fresh,marker,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,8,9,dark,bright,10.033312797546388,8.323197364807129,10.257294654846191,-3.404501438140869,-16.266109466552734,-4.538410663604736
qwen25_15b_base,qwen25_15b_base,16,clean,dirty,neat,case,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,26,28,empty,full,11.770861625671388,11.655635833740234,11.539112091064451,-1.376685619354248,-14.516559600830078,-1.4842376708984375
qwen25_15b_base,qwen25_15b_base,17,dirty,clean,filthy,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,27,29,full,empty,12.38015079498291,10.20120620727539,12.23560905456543,7.269889831542969,-9.410199165344238,-6.478882789611816
qwen25_15b_base,qwen25_15b_base,18,rich,poor,wealthy,key,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,9,10,hard,soft,9.482012748718262,6.065448760986328,9.701824188232422,2.1939826011657715,-12.093829154968262,-8.222362518310547
qwen25_15b_base,qwen25_15b_base,19,poor,rich,needy,word,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,17,18,rich,poor,10.778328895568848,8.261961936950684,11.05996799468994,-1.1139030456542969,-10.136584281921388,-0.7607192993164062
qwen25_15b_base,qwen25_15b_base,20,safe,dangerous,secure,group,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,13,14,old,new,9.238420486450195,7.740632057189941,9.090423583984377,-4.501018524169922,-17.126739501953125,-4.885088443756104
qwen25_15b_base,qwen25_15b_base,21,dangerous,safe,risky,column,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,19,20,safe,dangerous,10.432592391967772,7.039134979248047,10.789079666137695,-2.435218811035156,-10.42725658416748,-0.9529027938842772
qwen25_15b_base,qwen25_15b_base,22,easy,hard,simple,image,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,18,19,poor,rich,7.907116889953613,7.976080894470215,8.023662567138672,-1.5287971496582031,-13.462220191955566,-3.957342147827149
qwen25_15b_base,qwen25_15b_base,24,loud,quiet,noisy,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,21,22,easy,hard,7.715483665466309,6.685754776000977,7.572153091430664,-2.697146415710449,-15.867034912109377,-6.484134197235107
qwen25_15b_base,qwen25_15b_base,25,quiet,loud,silent,record,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,28,31,light,dark,9.20207691192627,6.5422468185424805,9.311458587646484,-5.251538276672363,-16.16472625732422,-4.370942115783691
qwen25_15b_base,qwen25_15b_base,26,clear,confusing,plain,piece,blocks.3.hook_resid_pre,3,item_mismatched_clean,16,10,11,soft,hard,12.33932113647461,10.289478302001951,12.359646797180176,0.6283750534057617,-9.92912769317627,-0.2680244445800781
