model_key,model,item_id,word,target,distractor,neutral_word,hook_name,triplet_selected_layer,control_type,swap_i,donor_row_index,donor_item_id,donor_word,donor_target,m_clean,m_corrupt,m_matched,m_patched,target_logit_delta,distractor_logit_delta
qwen25_15b_base,qwen25_15b_base,17,dirty,clean,filthy,slot,blocks.3.hook_resid_pre,3,definition_target_swap,7,18,19,poor,rich,12.38015079498291,10.20120620727539,12.23560905456543,-0.09531402587890625,-13.534869194030762,-3.238348960876465
qwen25_15b_base,qwen25_15b_base,18,rich,poor,wealthy,key,blocks.3.hook_resid_pre,3,definition_target_swap,7,13,14,old,new,9.482012748718262,6.065448760986328,9.701824188232422,0.061936378479003906,-15.317173957824707,-9.313661575317383
qwen25_15b_base,qwen25_15b_base,19,poor,rich,needy,word,blocks.3.hook_resid_pre,3,definition_target_swap,7,22,24,loud,quiet,10.778328895568848,8.261961936950684,11.059967994689941,0.4702138900756836,-14.457560539245605,-6.6658124923706055
qwen25_15b_base,qwen25_15b_base,20,safe,dangerous,secure,group,blocks.3.hook_resid_pre,3,definition_target_swap,7,6,7,slow,fast,9.238420486450195,7.740632057189941,9.090423583984375,-1.815321922302246,-13.789999008178711,-4.234045505523682
qwen25_15b_base,qwen25_15b_base,21,dangerous,safe,risky,column,blocks.3.hook_resid_pre,3,definition_target_swap,7,1,1,large,small,10.432592391967773,7.039134979248047,10.789079666137695,3.5385901927948,-14.818912506103516,-11.318367004394531
qwen25_15b_base,qwen25_15b_base,22,easy,hard,simple,image,blocks.3.hook_resid_pre,3,definition_target_swap,7,15,16,clean,dirty,7.907116889953613,7.976080894470215,8.023662567138672,0.12115097045898438,-13.070578575134277,-5.215648651123047
qwen25_15b_base,qwen25_15b_base,24,loud,quiet,noisy,slot,blocks.3.hook_resid_pre,3,definition_target_swap,7,14,15,new,old,7.715483665466309,6.685754776000977,7.572153091430664,2.0655179023742676,-13.873023986816406,-9.252786636352539
qwen25_15b_base,qwen25_15b_base,25,quiet,loud,silent,record,blocks.3.hook_resid_pre,3,definition_target_swap,7,14,15,new,old,9.20207691192627,6.5422468185424805,9.311458587646484,-1.9732346534729004,-15.433369636535645,-6.917888164520264
qwen25_15b_base,qwen25_15b_base,26,clear,confusing,plain,piece,blocks.3.hook_resid_pre,3,definition_target_swap,7,14,15,new,old,12.33932113647461,10.289478302001953,12.359646797180176,-2.1056346893310547,-15.27185344696045,-2.8767404556274414
qwen25_15b_base,qwen25_15b_base,27,confusing,clear,unclear,letter,blocks.3.hook_resid_pre,3,definition_target_swap,7,11,12,strong,weak,9.021692276000977,7.0934553146362305,9.094441413879395,-0.5914249420166016,-12.318646430969238,-4.633766174316406
qwen25_15b_base,qwen25_15b_base,28,empty,full,vacant,map,blocks.3.hook_resid_pre,3,definition_target_swap,7,28,31,light,dark,9.040450096130371,5.542851448059082,8.755380630493164,0.12491321563720703,-11.966283798217773,-6.548346042633057
qwen25_15b_base,qwen25_15b_base,29,full,empty,complete,view,blocks.3.hook_resid_pre,3,definition_target_swap,7,2,2,hot,cold,8.001910209655762,6.133519172668457,8.148582458496094,1.9577436447143555,-9.555953979492188,-5.380178451538086
qwen25_15b_base,qwen25_15b_base,31,light,dark,bright,object,blocks.3.hook_resid_pre,3,definition_target_swap,7,27,29,full,empty,10.503399848937988,10.281180381774902,10.339159965515137,1.5376067161560059,-14.306418418884277,-5.562844753265381
qwen25_15b_base,qwen25_15b_base,32,narrow,wide,thin,entry,blocks.3.hook_resid_pre,3,definition_target_swap,7,8,9,dark,bright,11.2926025390625,9.902610778808594,11.393965721130371,1.1606721878051758,-11.509937286376953,-2.767998695373535
qwen25_15b_base,qwen25_15b_base,35,shallow,deep,superficial,number,blocks.3.hook_resid_pre,3,definition_target_swap,7,21,22,easy,hard,9.784741401672363,8.95218563079834,10.158273696899414,1.6140708923339844,-12.565973281860352,-5.227858543395996
qwen25_15b_base,qwen25_15b_base,37,far,near,distant,cell,blocks.3.hook_resid_pre,3,definition_target_swap,7,13,14,old,new,9.389680862426758,7.845461845397949,9.633103370666504,3.507889747619629,-13.50187873840332,-9.164306640625
qwen25_15b_base,qwen25_15b_base,0,small,big,tiny,marker,blocks.3.hook_resid_pre,3,definition_target_swap,8,1,1,large,small,10.089876174926758,6.494362831115723,10.304045677185059,-7.9880218505859375,-12.103639602661133,2.3787450790405273
qwen25_15b_base,qwen25_15b_base,1,large,small,big,unit,blocks.3.hook_resid_pre,3,definition_target_swap,8,7,8,bright,dark,10.515905380249023,8.669569969177246,10.283549308776855,4.362363815307617,-6.349949836730957,-2.042743682861328
qwen25_15b_base,qwen25_15b_base,2,hot,cold,warm,slot,blocks.3.hook_resid_pre,3,definition_target_swap,8,0,0,small,big,7.092912673950195,4.594486236572266,6.884215354919434,-1.4919500350952148,-13.850162506103516,-7.763726711273193
qwen25_15b_base,qwen25_15b_base,3,cold,hot,chilly,form,blocks.3.hook_resid_pre,3,definition_target_swap,8,17,18,rich,poor,12.19146728515625,9.978981018066406,11.812416076660156,0.7738766670227051,-15.26357650756836,-6.058472633361816
qwen25_15b_base,qwen25_15b_base,5,sad,happy,unhappy,shape,blocks.3.hook_resid_pre,3,definition_target_swap,8,18,19,poor,rich,8.76699161529541,7.745124816894531,8.745519638061523,6.052314758300781,-13.300613403320312,-11.607803344726562
qwen25_15b_base,qwen25_15b_base,6,fast,slow,quick,step,blocks.3.hook_resid_pre,3,definition_target_swap,8,31,37,far,near,8.877756118774414,8.393024444580078,8.814040184020996,-2.7159643173217773,-11.552654266357422,-0.4436655044555664
qwen25_15b_base,qwen25_15b_base,7,slow,fast,sluggish,label,blocks.3.hook_resid_pre,3,definition_target_swap,8,24,26,clear,confusing,13.73853874206543,11.971363067626953,13.717226028442383,1.4492731094360352,-13.825870513916016,-3.303781032562256
qwen25_15b_base,qwen25_15b_base,8,bright,dark,shiny,symbol,blocks.3.hook_resid_pre,3,definition_target_swap,8,29,32,narrow,wide,11.335858345031738,10.95973014831543,11.183833122253418,-0.7553873062133789,-15.276413917541504,-3.5612964630126953
qwen25_15b_base,qwen25_15b_base,9,dark,bright,dim,code,blocks.3.hook_resid_pre,3,definition_target_swap,8,30,35,shallow,deep,7.456315994262695,7.039393424987793,7.098257064819336,-5.368364334106445,-15.493406295776367,-3.085648536682129
qwen25_15b_base,qwen25_15b_base,10,hard,soft,tough,field,blocks.3.hook_resid_pre,3,definition_target_swap,8,29,32,narrow,wide,9.448055267333984,8.082523345947266,9.530928611755371,-0.6458849906921387,-13.751243591308594,-5.022835731506348
qwen25_15b_base,qwen25_15b_base,11,soft,hard,gentle,signal,blocks.3.hook_resid_pre,3,definition_target_swap,8,1,1,large,small,11.345891952514648,10.582443237304688,11.453547477722168,-1.4835467338562012,-14.1845703125,-2.1185808181762695
qwen25_15b_base,qwen25_15b_base,12,strong,weak,powerful,letter,blocks.3.hook_resid_pre,3,definition_target_swap,8,3,3,cold,hot,9.656061172485352,8.856163024902344,9.76895809173584,0.7723898887634277,-14.359376907348633,-6.275603771209717
qwen25_15b_base,qwen25_15b_base,13,weak,strong,frail,path,blocks.3.hook_resid_pre,3,definition_target_swap,8,15,16,clean,dirty,14.195837020874023,12.489522933959961,14.129732131958008,-0.11595439910888672,-15.55871295928955,-2.953235149383545
qwen25_15b_base,qwen25_15b_base,14,old,new,aged,page,blocks.3.hook_resid_pre,3,definition_target_swap,8,19,20,safe,dangerous,14.574623107910156,9.29080581665039,14.12637710571289,1.270134449005127,-12.684776306152344,-4.664105415344238
qwen25_15b_base,qwen25_15b_base,15,new,old,fresh,marker,blocks.3.hook_resid_pre,3,definition_target_swap,8,23,25,quiet,loud,10.033312797546387,8.323197364807129,10.257294654846191,-0.694516658782959,-14.551719665527344,-5.534005641937256
qwen25_15b_base,qwen25_15b_base,16,clean,dirty,neat,case,blocks.3.hook_resid_pre,3,definition_target_swap,8,17,18,rich,poor,11.770861625671387,11.655635833740234,11.539112091064453,4.082260608673096,-12.127936363220215,-4.554561138153076
qwen25_15b_base,qwen25_15b_base,17,dirty,clean,filthy,slot,blocks.3.hook_resid_pre,3,definition_target_swap,8,20,21,dangerous,safe,12.38015079498291,10.20120620727539,12.23560905456543,7.85699987411499,-10.588528633117676,-8.244321823120117
qwen25_15b_base,qwen25_15b_base,18,rich,poor,wealthy,key,blocks.3.hook_resid_pre,3,definition_target_swap,8,25,27,confusing,clear,9.482012748718262,6.065448760986328,9.701824188232422,1.9364001750946045,-14.410721778869629,-10.281673431396484
qwen25_15b_base,qwen25_15b_base,19,poor,rich,needy,word,blocks.3.hook_resid_pre,3,definition_target_swap,8,21,22,easy,hard,10.778328895568848,8.261961936950684,11.059967994689941,1.6191215515136719,-12.843281745910645,-6.200441360473633
qwen25_15b_base,qwen25_15b_base,20,safe,dangerous,secure,group,blocks.3.hook_resid_pre,3,definition_target_swap,8,17,18,rich,poor,9.238420486450195,7.740632057189941,9.090423583984375,2.2855582237243652,-11.894779205322266,-6.439704895019531
qwen25_15b_base,qwen25_15b_base,21,dangerous,safe,risky,column,blocks.3.hook_resid_pre,3,definition_target_swap,8,17,18,rich,poor,10.432592391967773,7.039134979248047,10.789079666137695,0.08093929290771484,-14.269460678100586,-7.311265468597412
qwen25_15b_base,qwen25_15b_base,22,easy,hard,simple,image,blocks.3.hook_resid_pre,3,definition_target_swap,8,9,10,hard,soft,7.907116889953613,7.976080894470215,8.023662567138672,-2.0797204971313477,-12.314886093139648,-2.259084701538086
qwen25_15b_base,qwen25_15b_base,24,loud,quiet,noisy,slot,blocks.3.hook_resid_pre,3,definition_target_swap,8,5,6,fast,slow,7.715483665466309,6.685754776000977,7.572153091430664,2.711364269256592,-10.773893356323242,-6.799502849578857
qwen25_15b_base,qwen25_15b_base,25,quiet,loud,silent,record,blocks.3.hook_resid_pre,3,definition_target_swap,8,12,13,weak,strong,9.20207691192627,6.5422468185424805,9.311458587646484,2.680725574493408,-10.417855262756348,-6.556334018707275
qwen25_15b_base,qwen25_15b_base,26,clear,confusing,plain,piece,blocks.3.hook_resid_pre,3,definition_target_swap,8,14,15,new,old,12.33932113647461,10.289478302001953,12.359646797180176,-2.1056346893310547,-15.27185344696045,-2.8767404556274414
qwen25_15b_base,qwen25_15b_base,27,confusing,clear,unclear,letter,blocks.3.hook_resid_pre,3,definition_target_swap,8,24,26,clear,confusing,9.021692276000977,7.0934553146362305,9.094441413879395,-3.229395866394043,-11.9506196975708,-1.6277685165405273
qwen25_15b_base,qwen25_15b_base,28,empty,full,vacant,map,blocks.3.hook_resid_pre,3,definition_target_swap,8,0,0,small,big,9.040450096130371,5.542851448059082,8.755380630493164,4.001528739929199,-9.445733070373535,-7.904410362243652
qwen25_15b_base,qwen25_15b_base,29,full,empty,complete,view,blocks.3.hook_resid_pre,3,definition_target_swap,8,19,20,safe,dangerous,8.001910209655762,6.133519172668457,8.148582458496094,-1.3722047805786133,-14.198176383972168,-6.692452430725098
qwen25_15b_base,qwen25_15b_base,31,light,dark,bright,object,blocks.3.hook_resid_pre,3,definition_target_swap,8,7,8,bright,dark,10.503399848937988,10.281180381774902,10.339159965515137,10.415821075439453,-0.9226646423339844,-1.0573053359985352
qwen25_15b_base,qwen25_15b_base,32,narrow,wide,thin,entry,blocks.3.hook_resid_pre,3,definition_target_swap,8,5,6,fast,slow,11.2926025390625,9.902610778808594,11.393965721130371,-2.78798770904541,-14.414054870605469,-1.7234563827514648
qwen25_15b_base,qwen25_15b_base,35,shallow,deep,superficial,number,blocks.3.hook_resid_pre,3,definition_target_swap,8,7,8,bright,dark,9.784741401672363,8.95218563079834,10.158273696899414,4.681222438812256,-9.669363021850586,-5.398399829864502
qwen25_15b_base,qwen25_15b_base,37,far,near,distant,cell,blocks.3.hook_resid_pre,3,definition_target_swap,8,30,35,shallow,deep,9.389680862426758,7.845461845397949,9.633103370666504,0.056920528411865234,-14.297117233276367,-6.508576393127441
qwen25_15b_base,qwen25_15b_base,0,small,big,tiny,marker,blocks.3.hook_resid_pre,3,definition_target_swap,9,24,26,clear,confusing,10.089876174926758,6.494362831115723,10.304045677185059,0.863828182220459,-13.082754135131836,-7.452219009399414
qwen25_15b_base,qwen25_15b_base,1,large,small,big,unit,blocks.3.hook_resid_pre,3,definition_target_swap,9,17,18,rich,poor,10.515905380249023,8.669569969177246,10.283549308776855,6.874476432800293,-5.176711082458496,-3.381617546081543
qwen25_15b_base,qwen25_15b_base,2,hot,cold,warm,slot,blocks.3.hook_resid_pre,3,definition_target_swap,9,13,14,old,new,7.092912673950195,4.594486236572266,6.884215354919434,0.11525154113769531,-11.439447402954102,-6.960212707519531
qwen25_15b_base,qwen25_15b_base,3,cold,hot,chilly,form,blocks.3.hook_resid_pre,3,definition_target_swap,9,31,37,far,near,12.19146728515625,9.978981018066406,11.812416076660156,4.925937175750732,-13.675695419311523,-8.622652053833008
qwen25_15b_base,qwen25_15b_base,5,sad,happy,unhappy,shape,blocks.3.hook_resid_pre,3,definition_target_swap,9,18,19,poor,rich,8.76699161529541,7.745124816894531,8.745519638061523,6.052314758300781,-13.300613403320312,-11.607803344726562
qwen25_15b_base,qwen25_15b_base,6,fast,slow,quick,step,blocks.3.hook_resid_pre,3,definition_target_swap,9,19,20,safe,dangerous,8.877756118774414,8.393024444580078,8.814040184020996,-2.583415985107422,-11.792082786560059,-0.8156423568725586
qwen25_15b_base,qwen25_15b_base,7,slow,fast,sluggish,label,blocks.3.hook_resid_pre,3,definition_target_swap,9,16,17,dirty,clean,13.73853874206543,11.971363067626953,13.717226028442383,6.008366107940674,-12.427132606506348,-6.464135646820068
qwen25_15b_base,qwen25_15b_base,8,bright,dark,shiny,symbol,blocks.3.hook_resid_pre,3,definition_target_swap,9,24,26,clear,confusing,11.335858345031738,10.95973014831543,11.183833122253418,0.7291150093078613,-14.683753967285156,-4.45313835144043
qwen25_15b_base,qwen25_15b_base,9,dark,bright,dim,code,blocks.3.hook_resid_pre,3,definition_target_swap,9,9,10,hard,soft,7.456315994262695,7.039393424987793,7.098257064819336,-2.3932223320007324,-14.014993667602539,-4.582378387451172
qwen25_15b_base,qwen25_15b_base,10,hard,soft,tough,field,blocks.3.hook_resid_pre,3,definition_target_swap,9,3,3,cold,hot,9.448055267333984,8.082523345947266,9.530928611755371,-1.5631465911865234,-13.3366060256958,-3.6909360885620117
qwen25_15b_base,qwen25_15b_base,11,soft,hard,gentle,signal,blocks.3.hook_resid_pre,3,definition_target_swap,9,6,7,slow,fast,11.345891952514648,10.582443237304688,11.453547477722168,2.052905559539795,-11.983415603637695,-3.4538774490356445
qwen25_15b_base,qwen25_15b_base,12,strong,weak,powerful,letter,blocks.3.hook_resid_pre,3,definition_target_swap,9,31,37,far,near,9.656061172485352,8.856163024902344,9.76895809173584,-0.14439105987548828,-13.484617233276367,-4.484063625335693
qwen25_15b_base,qwen25_15b_base,13,weak,strong,frail,path,blocks.3.hook_resid_pre,3,definition_target_swap,9,15,16,clean,dirty,14.195837020874023,12.489522933959961,14.129732131958008,-0.11595439910888672,-15.55871295928955,-2.953235149383545
qwen25_15b_base,qwen25_15b_base,14,old,new,aged,page,blocks.3.hook_resid_pre,3,definition_target_swap,9,0,0,small,big,14.574623107910156,9.29080581665039,14.12637710571289,3.9746029376983643,-11.605035781860352,-6.288832664489746
qwen25_15b_base,qwen25_15b_base,15,new,old,fresh,marker,blocks.3.hook_resid_pre,3,definition_target_swap,9,29,32,narrow,wide,10.033312797546387,8.323197364807129,10.257294654846191,-0.33124637603759766,-14.618827819824219,-5.964384078979492
qwen25_15b_base,qwen25_15b_base,16,clean,dirty,neat,case,blocks.3.hook_resid_pre,3,definition_target_swap,9,7,8,bright,dark,11.770861625671387,11.655635833740234,11.539112091064453,2.0702414512634277,-12.765894889831543,-3.1805005073547363
qwen25_15b_base,qwen25_15b_base,17,dirty,clean,filthy,slot,blocks.3.hook_resid_pre,3,definition_target_swap,9,24,26,clear,confusing,12.38015079498291,10.20120620727539,12.23560905456543,-0.7448716163635254,-15.878194808959961,-4.932116508483887
qwen25_15b_base,qwen25_15b_base,18,rich,poor,wealthy,key,blocks.3.hook_resid_pre,3,definition_target_swap,9,20,21,dangerous,safe,9.482012748718262,6.065448760986328,9.701824188232422,-0.018085479736328125,-14.532758712768555,-8.449224472045898
qwen25_15b_base,qwen25_15b_base,19,poor,rich,needy,word,blocks.3.hook_resid_pre,3,definition_target_swap,9,7,8,bright,dark,10.778328895568848,8.261961936950684,11.059967994689941,4.344944953918457,-12.898567199707031,-8.981549263000488
qwen25_15b_base,qwen25_15b_base,20,safe,dangerous,secure,group,blocks.3.hook_resid_pre,3,definition_target_swap,9,25,27,confusing,clear,9.238420486450195,7.740632057189941,9.090423583984375,-5.025783061981201,-15.803543090820312,-3.037128448486328
qwen25_15b_base,qwen25_15b_base,21,dangerous,safe,risky,column,blocks.3.hook_resid_pre,3,definition_target_swap,9,30,35,shallow,deep,10.432592391967773,7.039134979248047,10.789079666137695,3.253462791442871,-14.6511869430542,-10.865514755249023
qwen25_15b_base,qwen25_15b_base,22,easy,hard,simple,image,blocks.3.hook_resid_pre,3,definition_target_swap,9,6,7,slow,fast,7.907116889953613,7.976080894470215,8.023662567138672,-1.2184782028198242,-12.658049583435059,-3.4634904861450195
qwen25_15b_base,qwen25_15b_base,24,loud,quiet,noisy,slot,blocks.3.hook_resid_pre,3,definition_target_swap,9,12,13,weak,strong,7.715483665466309,6.685754776000977,7.572153091430664,3.23594331741333,-13.514965057373047,-10.065153121948242
qwen25_15b_base,qwen25_15b_base,25,quiet,loud,silent,record,blocks.3.hook_resid_pre,3,definition_target_swap,9,13,14,old,new,9.20207691192627,6.5422468185424805,9.311458587646484,0.046846866607666016,-14.765670776367188,-8.270270347595215
qwen25_15b_base,qwen25_15b_base,26,clear,confusing,plain,piece,blocks.3.hook_resid_pre,3,definition_target_swap,9,6,7,slow,fast,12.33932113647461,10.289478302001953,12.359646797180176,-0.446505069732666,-14.75212574005127,-4.01614236831665
qwen25_15b_base,qwen25_15b_base,27,confusing,clear,unclear,letter,blocks.3.hook_resid_pre,3,definition_target_swap,9,3,3,cold,hot,9.021692276000977,7.0934553146362305,9.094441413879395,3.042792797088623,-12.949216842651367,-8.898553848266602
qwen25_15b_base,qwen25_15b_base,28,empty,full,vacant,map,blocks.3.hook_resid_pre,3,definition_target_swap,9,8,9,dark,bright,9.040450096130371,5.542851448059082,8.755380630493164,1.6699848175048828,-11.369221687316895,-7.496355056762695
qwen25_15b_base,qwen25_15b_base,29,full,empty,complete,view,blocks.3.hook_resid_pre,3,definition_target_swap,9,11,12,strong,weak,8.001910209655762,6.133519172668457,8.148582458496094,2.317277431488037,-10.274954795837402,-6.458713054656982
qwen25_15b_base,qwen25_15b_base,31,light,dark,bright,object,blocks.3.hook_resid_pre,3,definition_target_swap,9,26,28,empty,full,10.503399848937988,10.281180381774902,10.339159965515137,-0.8774151802062988,-15.399235725402832,-4.240640163421631
qwen25_15b_base,qwen25_15b_base,32,narrow,wide,thin,entry,blocks.3.hook_resid_pre,3,definition_target_swap,9,13,14,old,new,11.2926025390625,9.902610778808594,11.393965721130371,0.9182071685791016,-13.414386749267578,-4.429983139038086
qwen25_15b_base,qwen25_15b_base,35,shallow,deep,superficial,number,blocks.3.hook_resid_pre,3,definition_target_swap,9,23,25,quiet,loud,9.784741401672363,8.95218563079834,10.158273696899414,4.1102519035339355,-11.39637565612793,-6.554441928863525
qwen25_15b_base,qwen25_15b_base,37,far,near,distant,cell,blocks.3.hook_resid_pre,3,definition_target_swap,9,4,5,sad,happy,9.389680862426758,7.845461845397949,9.633103370666504,1.3737211227416992,-14.705991744995117,-8.234251022338867
qwen25_15b_instruct,qwen25_15b_instruct,0,small,big,tiny,marker,blocks.15.hook_resid_pre,15,definition_target_swap,0,17,35,shallow,deep,0.9435896873474121,-0.9969921112060547,2.994563102722168,-4.911853313446045,-13.026288986206055,-9.111427307128906
qwen25_15b_instruct,qwen25_15b_instruct,2,hot,cold,warm,point,blocks.15.hook_resid_pre,15,definition_target_swap,0,13,26,clear,confusing,4.715956687927246,-0.5522270202636719,6.222519874572754,-0.6298618316650391,-20.407264709472656,-20.32962989807129
qwen25_15b_instruct,qwen25_15b_instruct,3,cold,hot,chilly,node,blocks.15.hook_resid_pre,15,definition_target_swap,0,20,42,open,closed,7.731784343719482,5.0466108322143555,7.3888139724731445,2.7033259868621826,-17.947223663330078,-15.603938102722168
qwen25_15b_instruct,qwen25_15b_instruct,5,sad,happy,unhappy,mark,blocks.15.hook_resid_pre,15,definition_target_swap,0,10,21,dangerous,safe,3.4967844486236572,2.635152816772461,6.001269817352295,1.0465636253356934,-20.967382431030273,-19.378793716430664
qwen25_15b_instruct,qwen25_15b_instruct,9,dark,bright,dim,note,blocks.15.hook_resid_pre,15,definition_target_swap,0,18,37,far,near,3.522038221359253,1.985783576965332,5.6556196212768555,-2.8458809852600098,-11.336333274841309,-6.504668235778809
qwen25_15b_instruct,qwen25_15b_instruct,13,weak,strong,frail,place,blocks.15.hook_resid_pre,15,definition_target_swap,0,4,9,dark,bright,3.295886993408203,0.04560565948486328,6.0461578369140625,3.5072619915008545,-14.269124031066895,-17.73077964782715
qwen25_15b_instruct,qwen25_15b_instruct,14,old,new,aged,cell,blocks.15.hook_resid_pre,15,definition_target_swap,0,1,2,hot,cold,11.173538208007812,3.025115966796875,6.430554389953613,-0.2556025981903076,-18.196693420410156,-14.915974617004395
qwen25_15b_instruct,qwen25_15b_instruct,15,new,old,fresh,item,blocks.15.hook_resid_pre,15,definition_target_swap,0,25,50,lazy,active,10.364848136901855,0.9658527374267578,2.9839470386505127,-3.997274160385132,-21.140857696533203,-16.177730560302734
qwen25_15b_instruct,qwen25_15b_instruct,17,dirty,clean,filthy,note,blocks.15.hook_resid_pre,15,definition_target_swap,0,28,55,false,true,7.479722499847412,1.2539024353027344,8.690827369689941,2.1360819339752197,-19.731773376464844,-20.61395263671875
qwen25_15b_instruct,qwen25_15b_instruct,19,poor,rich,needy,number,blocks.15.hook_resid_pre,15,definition_target_swap,0,8,17,dirty,clean,6.321523189544678,3.6028642654418945,5.569920539855957,3.402214765548706,-18.695829391479492,-18.495180130004883
qwen25_15b_instruct,qwen25_15b_instruct,21,dangerous,safe,risky,cell,blocks.15.hook_resid_pre,15,definition_target_swap,0,0,0,small,big,8.362508773803711,4.278730392456055,9.568022727966309,3.805678367614746,-18.09471893310547,-17.621665954589844
qwen25_15b_instruct,qwen25_15b_instruct,24,loud,quiet,noisy,entry,blocks.15.hook_resid_pre,15,definition_target_swap,0,30,63,bad,good,9.632678985595703,5.573264122009277,9.835854530334473,4.475666046142578,-22.823230743408203,-21.72563362121582
qwen25_15b_instruct,qwen25_15b_instruct,25,quiet,loud,silent,field,blocks.15.hook_resid_pre,15,definition_target_swap,0,2,3,cold,hot,6.307910919189453,4.839617729187012,5.909621715545654,-3.952850341796875,-21.318012237548828,-12.525544166564941
qwen25_15b_instruct,qwen25_15b_instruct,26,clear,confusing,plain,number,blocks.15.hook_resid_pre,15,definition_target_swap,0,16,29,full,empty,9.777856826782227,7.893925666809082,13.450969696044922,-6.122322082519531,-18.99551773071289,-4.979269981384277
qwen25_15b_instruct,qwen25_15b_instruct,27,confusing,clear,unclear,word,blocks.15.hook_resid_pre,15,definition_target_swap,0,12,25,quiet,loud,6.686044216156006,-7.486591339111328,4.193131446838379,-1.381368637084961,-8.544103622436523,-14.64932632446289
qwen25_15b_instruct,qwen25_15b_instruct,28,empty,full,vacant,path,blocks.15.hook_resid_pre,15,definition_target_swap,0,11,24,loud,quiet,1.3001148700714111,-1.8500423431396484,-1.3111414909362793,-7.685356616973877,-16.46776580810547,-10.632452011108398
qwen25_15b_instruct,qwen25_15b_instruct,29,full,empty,complete,image,blocks.15.hook_resid_pre,15,definition_target_swap,0,3,5,sad,happy,10.280128479003906,5.991114616394043,13.635712623596191,5.340680122375488,-15.591410636901855,-14.9409761428833
qwen25_15b_instruct,qwen25_15b_instruct,35,shallow,deep,superficial,signal,blocks.15.hook_resid_pre,15,definition_target_swap,0,29,56,thick,thin,3.572244644165039,-1.5766019821166992,1.6774568557739258,-3.565774440765381,-14.564995765686035,-12.575822830200195
qwen25_15b_instruct,qwen25_15b_instruct,37,far,near,distant,page,blocks.15.hook_resid_pre,15,definition_target_swap,0,30,63,bad,good,8.513886451721191,0.1072845458984375,6.3748931884765625,1.3335591554641724,-16.083444595336914,-17.30971908569336
qwen25_15b_instruct,qwen25_15b_instruct,38,young,old,youthful,label,blocks.15.hook_resid_pre,15,definition_target_swap,0,15,28,empty,full,7.896060943603516,4.5253753662109375,6.253437519073486,-2.0649526119232178,-22.72922134399414,-16.138893127441406
qwen25_15b_instruct,qwen25_15b_instruct,42,open,closed,unlocked,phrase,blocks.15.hook_resid_pre,15,definition_target_swap,0,6,14,old,new,10.842547416687012,10.990849494934082,10.47706413269043,1.0931613445281982,-19.592510223388672,-9.694822311401367
qwen25_15b_instruct,qwen25_15b_instruct,43,closed,open,shut,rule,blocks.15.hook_resid_pre,15,definition_target_swap,0,1,2,hot,cold,9.286639213562012,5.529094696044922,10.967242240905762,-0.6673144102096558,-15.350939750671387,-9.15453052520752
qwen25_15b_instruct,qwen25_15b_instruct,45,cruel,kind,mean,page,blocks.15.hook_resid_pre,15,definition_target_swap,0,21,43,closed,open,5.066211223602295,-0.3650531768798828,1.8887463808059692,-0.012890458106994629,-12.8258056640625,-13.17796802520752
qwen25_15b_instruct,qwen25_15b_instruct,47,calm,anxious,peaceful,thing,blocks.15.hook_resid_pre,15,definition_target_swap,0,5,13,weak,strong,12.885706901550293,12.805843353271484,11.425130844116211,-2.691383123397827,-25.704423904418945,-10.207198143005371
qwen25_15b_instruct,qwen25_15b_instruct,49,honest,dishonest,truthful,note,blocks.15.hook_resid_pre,15,definition_target_swap,0,29,56,thick,thin,6.952249050140381,7.781802177429199,5.813106060028076,2.280851364135742,-15.980996131896973,-10.480045318603516
qwen25_15b_instruct,qwen25_15b_instruct,50,lazy,active,idle,piece,blocks.15.hook_resid_pre,15,definition_target_swap,0,16,29,full,empty,8.587199211120605,-3.530604362487793,6.526251792907715,-4.9288835525512695,-12.548419952392578,-11.150140762329102
qwen25_15b_instruct,qwen25_15b_instruct,51,active,lazy,busy,letter,blocks.15.hook_resid_pre,15,definition_target_swap,0,1,2,hot,cold,6.3956122398376465,5.906100749969482,4.062417507171631,-1.844468593597412,-21.189708709716797,-13.439140319824219
qwen25_15b_instruct,qwen25_15b_instruct,52,complex,simple,complicated,set,blocks.15.hook_resid_pre,15,definition_target_swap,0,13,26,clear,confusing,5.284477233886719,2.8078222274780273,6.954646110534668,-8.152009963989258,-13.744206428527832,-2.784374237060547
qwen25_15b_instruct,qwen25_15b_instruct,55,false,true,fake,marker,blocks.15.hook_resid_pre,15,definition_target_swap,0,3,5,sad,happy,5.441898822784424,-1.0223112106323242,4.605518341064453,2.6910784244537354,-6.079344749450684,-9.792734146118164
qwen25_15b_instruct,qwen25_15b_instruct,56,thick,thin,dense,entry,blocks.15.hook_resid_pre,15,definition_target_swap,0,31,64,wrong,right,9.024317741394043,8.014510154724121,9.849200248718262,3.0525903701782227,-19.876283645629883,-14.914363861083984
qwen25_15b_instruct,qwen25_15b_instruct,63,bad,good,poor,object,blocks.15.hook_resid_pre,15,definition_target_swap,0,22,45,cruel,kind,4.622865200042725,0.7153387069702148,3.936582565307617,2.434328317642212,-7.345005989074707,-9.063996315002441
qwen25_15b_instruct,qwen25_15b_instruct,64,wrong,right,incorrect,unit,blocks.15.hook_resid_pre,15,definition_target_swap,0,12,25,quiet,loud,4.131417751312256,-11.230049133300781,4.1196513175964355,0.6360104084014893,-10.395960807800293,-22.262020111083984
